text,anger,fear,joy,sadness
@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible,0.0,0.542,0.0,0.0
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ,0.479,0.0,0.0,0.0
@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,0.688,0.0,0.0,0.0
"@VileBairn Turning then, the older woman looked at Sybil with a most somber expression. \n\nâ€œShe ran away from me. But I cannot blame her.â€",0.0,0.0,0.0,0.426
@VivYau is it all doom and gloom? I only want to hear lovely things about airbnb!,0.0,0.0,0.0,0.458
@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.,0.0,0.0,0.0,0.104
@Vixen85Webster yep &amp; I stayed in pjs all day too lol x,0.0,0.0,0.0,0.312
@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines  #con!,0.646,0.0,0.0,0.0
@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines #fuming #con!,0.792,0.0,0.0,0.0
@VosachResrus ^'ll just #wobble carry you #sink,0.0,0.0,0.0,0.396
"@WBIRSports They're still using his offense, up the middle 3X &amp; punt.",0.417,0.0,0.0,0.0
@WSJNordics You make the world a more joyful place. #TheNiceBot,0.0,0.0,0.864,0.0
"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",0.0,0.5,0.0,0.0
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle ,0.208,0.0,0.0,0.0
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge,0.396,0.0,0.0,0.0
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth ,0.0,0.0,0.0,0.458
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,0.0,0.0,0.0,0.542
@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,0.667,0.0,0.0,0.0
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,0.0,0.0,0.0,0.667
@WestermannNina xDD it's a song that can not be weary (?),0.0,0.0,0.0,0.542
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses,0.491,0.0,0.0,0.0
@Wild_Lucario_ *chuckles* did I scare you?,0.0,0.312,0.0,0.0
"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go",0.604,0.0,0.0,0.0
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,0.0,0.0,0.0,0.688
@WriterlyTweets Supine on the pianoâ€”lips parted. #sixwordstory #amwriting #blues #singer,0.0,0.0,0.0,0.312
@WunderlistHelp are you guys still down? When can we go up? ,0.0,0.312,0.0,0.0
@WunderlistHelp are you guys still down? When can we go up? #panic,0.0,0.75,0.0,0.0
"@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!",0.0,0.0,0.896,0.0
"@X_KIMTAEHYUNG_X \nâ€” momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before â€”",0.0,0.0,0.0,0.646
@XemitSellsMagic add tracking but resent them,0.688,0.0,0.0,0.0
@YahooCare data stolen in 2014 and only now do you tell us #shocking.,0.0,0.56,0.0,0.0
@YahooCare data stolen in 2014 and only now do you tell us .,0.0,0.771,0.0,0.0
"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",0.0,0.458,0.0,0.0
@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,0.0,0.5,0.0,0.0
@Zen1dfabflake You are all our angelic comrades! ,0.0,0.188,0.0,0.0
@Zen1dfabflake You are all our angelic comrades! #flutter,0.0,0.125,0.0,0.0
@Zerfash â€” can't wait.' She said cheerfully and grinned.,0.0,0.0,0.771,0.0
@_Inferno217_ @PaladinsGame ummm that dragons fury though..,0.271,0.0,0.0,0.0
"@_JuliaSteiner : I liked that she was not moping around in all of the episode. She had a moment of emotional weakness, felt sorry about -",0.0,0.0,0.0,0.46
@_Kdddd drop some off at 1133 cheery,0.0,0.0,0.312,0.0
@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !,0.0,0.0,0.0,0.312
@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing ðŸ˜”ðŸ˜”,0.0,0.0,0.18,0.0
@__PeterPanda yes bro it's actually breezy,0.0,0.0,0.509,0.0
"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",0.0,0.25,0.0,0.0
"@_haye_ optimism is he'll lose, that's actually a compromise :P",0.0,0.0,0.346,0.0
@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate,0.0,0.0,0.292,0.0
"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game ðŸ¹ðŸ•ðŸºâ˜‰â˜‰",0.0,0.479,0.0,0.0
"@_noTORIEty lol senior year we would get early dismal for work study ,he was her boss and you know what happened next ðŸ™ƒ",0.0,0.0,0.0,0.354
"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",0.0,0.354,0.0,0.0
@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,0.0,0.0,0.6,0.0
@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos,0.583,0.0,0.0,0.0
@aIakazamjackass been better. It's really stupid don't worry,0.0,0.339,0.0,0.0
"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate",0.479,0.0,0.0,0.0
@adamrodricks I like your optimism!,0.0,0.0,0.62,0.0
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,0.0,0.0,0.771,0.0
@aidankerrpol I think you should do. Get the fashion police involved. ,0.0,0.169,0.0,0.0
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,0.0,0.458,0.0,0.0
"@aidanparr haha!! No, sorry was it too grim even for you?! It disturbed me &amp; im starting to lose all trust in Twitter generally!!",0.0,0.0,0.0,0.479
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme,0.0,0.0,0.76,0.0
@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,0.0,0.0,0.812,0.0
@ajjaffe @MattMurph24 @nickspencer I was under the impression that stop and frisk was a concern to many in NYC. Didn't deBlasio rein it in?,0.0,0.562,0.0,0.0
@alicehouston18 sorry I'm just angry my drone flew away,0.583,0.0,0.0,0.0
@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,0.0,0.354,0.0,0.0
@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,0.0,0.0,0.0,0.438
@alivitali that's what I'm afraid of!,0.0,0.792,0.0,0.0
"@alphavenger all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable",0.0,0.0,0.189,0.0
"@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.",0.0,0.0,0.812,0.0
"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)",0.0,0.0,0.577,0.0
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,0.417,0.0,0.0,0.0
@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter,0.583,0.0,0.0,0.0
@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,0.0,0.458,0.0,0.0
@annalisewrobel_ awe thank you so much love ðŸ’•,0.0,0.062,0.0,0.0
@aradsliff don't know I'm from nj we are the worst on purpose. ,0.0,0.0,0.139,0.0
@aradsliff don't know I'm from nj we are the worst on purpose. #laughter,0.0,0.0,0.462,0.0
@ardit_haliti I'm so gutted. I loved her cheery disposition.,0.0,0.0,0.5,0.0
"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",0.542,0.438,0.0,0.0
@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.,0.5,0.0,0.0,0.0
@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.,0.0,0.646,0.0,0.0
@ashleighjessica @zacflint1 I'd give that pout the firm D,0.5,0.0,0.0,0.0
@ashleynwinters I don't like the statement but I love the optimism,0.0,0.0,0.48,0.0
"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",0.0,0.292,0.0,0.0
@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,0.0,0.458,0.0,0.0
"@beIIrkes Es, I'm serious 23/8",0.0,0.0,0.0,0.271
@bear_ing you asshole... you made me sexually attacked to a animated bear :-P,0.0,0.0,0.208,0.0
@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling,0.0,0.0,0.625,0.0
@berniedole looks that way. But let's think about Rohan last week ... ,0.0,0.0,0.131,0.0
@berniedole looks that way. But let's think about Rohan last week ... #optimism,0.0,0.0,0.237,0.0
"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",0.0,0.0,0.0,0.583
@biggerthanyuu He's flushed upon hearing the feeling is reciprocated. He's elated to shove himself right into his arms and hug him tightly.+,0.0,0.0,0.5,0.0
"@bijayjanand\nIt's not just a treat for viewers to watch u as janak, it's simply a treat for our soul, mind, thoughts. #hearty respect ðŸ™ðŸ™",0.0,0.0,0.5,0.0
@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything',0.417,0.0,0.0,0.0
@bismahmalik .....Seems like a fight ready to rage on.....,0.438,0.0,0.0,0.0
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? ",0.0,0.0,0.229,0.0
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism",0.0,0.0,0.333,0.0
@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,0.0,0.604,0.0,0.0
@bodwell_james did it not just enliven your soul,0.0,0.0,0.52,0.0
@bothsocial Thanks for the follow! Hope youâ€™re having a terrific day!,0.0,0.108,0.0,0.0
@bradshawjp Sweet! ,0.0,0.0,0.646,0.0
@bradshawjp Sweet! #optimism,0.0,0.0,0.56,0.0
"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",0.766,0.0,0.0,0.0
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,0.688,0.0,0.0,0.0
@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,0.792,0.0,0.0,0.0
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",0.0,0.458,0.0,0.0
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",0.646,0.0,0.0,0.0
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. #fuming",0.875,0.0,0.0,0.0
"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",0.0,0.479,0.0,0.0
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy ,0.0,0.0,0.292,0.0
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,0.0,0.0,0.438,0.0
@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,0.0,0.458,0.0,0.0
@camilluddington the fact that YOURE nervous makes me want to crawl in a hole,0.0,0.812,0.0,0.0
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,0.625,0.0,0.0,0.0
@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits,0.646,0.0,0.0,0.0
@cardiff_blues @CardiffBluesSC Italy another round lets not drop our play and take it to them with a big result out there guys #blues,0.0,0.0,0.0,0.312
@carefreeash_ id be fuming,0.583,0.0,0.0,0.0
@carlybigelow13 first you take the room now you wanna beat me up ,0.0,0.412,0.0,0.0
@carlybigelow13 first you take the room now you wanna beat me up #bully,0.0,0.604,0.0,0.0
"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove ",0.0,0.0,0.5,0.0
"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove #hilarious",0.0,0.0,0.479,0.0
@casillasbreanna awe thanks girl ðŸ˜ŠðŸ˜Š,0.0,0.146,0.0,0.0
@cburt43 turn that frown upside down,0.125,0.0,0.0,0.27
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,0.521,0.0,0.0,0.0
@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚,0.583,0.0,0.0,0.0
@chelseafc let them know it's the ,0.0,0.0,0.0,0.3
@chelseafc let them know it's the #blues,0.0,0.0,0.0,0.521
"@chenaidavid easy, breezy, beautiful rasta mon",0.0,0.0,0.44,0.0
"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",0.0,0.0,0.0,0.292
@chocorobos I have this one so I'm not so sad.. but wtf,0.0,0.0,0.0,0.583
@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,0.0,0.0,0.64,0.0
@cineworld 'Congratulations your Free 1 month has been activated' Then charges Â£34.80 the same month. Absolutely furious ðŸ˜¡,0.667,0.0,0.0,0.0
@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,0.0,0.375,0.0,0.0
"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! ðŸ‘ðŸ‘ðŸ‘",0.438,0.0,0.0,0.0
@clonmacart I'm beaming with glee.,0.0,0.0,0.729,0.0
"@coalese ðŸ˜‚ðŸ˜‚ðŸ˜‚. Sure half these stars get together,break up,have affairs,let porn vids slip out,fight,ect etc all to up there ratings. #sad ðŸ˜‚",0.0,0.0,0.0,0.458
"@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)",0.0,0.0,0.327,0.0
@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO ,0.438,0.0,0.0,0.0
@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter,0.517,0.0,0.0,0.0
"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",0.0,0.0,0.0,0.574
@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,0.0,0.688,0.0,0.0
@corruptmelon now im feeling the ,0.0,0.292,0.0,0.0
@corruptmelon now im feeling the #worry,0.0,0.854,0.0,0.0
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",0.0,0.0,0.0,0.542
@courtneymee I'm 3 days sober don't wanna ruin it,0.0,0.0,0.0,0.333
@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot,0.0,0.0,0.64,0.0
@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,0.0,0.0,0.0,0.75
@crumpledlinen he chirp,0.0,0.0,0.292,0.0
"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",0.0,0.271,0.0,0.0
